Planning Area,Subzone,Age,Sex,Population
Western Water Catchment,Total,61.0,Total,10.0
Western Water Catchment,Total,61.0,Males,10.0
Western Water Catchment,Total,62.0,Total,10.0
Western Water Catchment,Total,62.0,Males,10.0
Western Water Catchment,Total,63.0,Total,10.0
Western Water Catchment,Total,63.0,Males,10.0
Western Water Catchment,Total,64.0,Total,10.0
Western Water Catchment,Total,64.0,Males,10.0
Western Water Catchment,Total,65.0,Total,10.0
Western Water Catchment,Total,65.0,Males,10.0
Western Water Catchment,Total,68.0,Total,10.0
Western Water Catchment,Murai,4.0,Total,10.0
Western Water Catchment,Murai,4.0,Females,10.0
Western Water Catchment,Murai,6.0,Total,10.0
Western Water Catchment,Murai,6.0,Females,10.0
Western Water Catchment,Murai,7.0,Total,10.0
Western Water Catchment,Murai,7.0,Males,10.0
Western Water Catchment,Murai,7.0,Females,10.0
Western Water Catchment,Murai,8.0,Total,10.0
Western Water Catchment,Murai,8.0,Males,10.0
Western Water Catchment,Murai,9.0,Total,10.0
Western Water Catchment,Murai,10.0,Total,10.0
Western Water Catchment,Murai,10.0,Males,10.0
Western Water Catchment,Murai,10.0,Females,10.0
Western Water Catchment,Murai,11.0,Total,10.0
Western Water Catchment,Murai,11.0,Males,10.0
Western Water Catchment,Murai,13.0,Total,10.0
Western Water Catchment,Murai,13.0,Females,10.0
Western Water Catchment,Murai,14.0,Total,10.0
Western Water Catchment,Murai,14.0,Females,10.0
Western Water Catchment,Murai,16.0,Total,10.0
Western Water Catchment,Murai,17.0,Total,10.0
Western Water Catchment,Murai,17.0,Males,10.0
Western Water Catchment,Murai,19.0,Total,10.0
Western Water Catchment,Murai,19.0,Females,10.0
Western Water Catchment,Murai,20.0,Total,10.0
Western Water Catchment,Murai,20.0,Females,10.0
Western Water Catchment,Murai,21.0,Total,40.0
Western Water Catchment,Murai,21.0,Males,10.0
Western Water Catchment,Murai,21.0,Females,30.0
Western Water Catchment,Murai,22.0,Total,30.0
Western Water Catchment,Murai,22.0,Females,20.0
Western Water Catchment,Murai,23.0,Total,20.0
Western Water Catchment,Murai,23.0,Males,10.0
Western Water Catchment,Murai,23.0,Females,20.0
Western Water Catchment,Murai,24.0,Total,20.0
Western Water Catchment,Murai,24.0,Males,10.0
Western Water Catchment,Murai,24.0,Females,10.0
Western Water Catchment,Murai,25.0,Total,10.0
Western Water Catchment,Murai,25.0,Males,10.0
Western Water Catchment,Murai,25.0,Females,10.0
Western Water Catchment,Murai,26.0,Total,10.0
Western Water Catchment,Murai,27.0,Total,10.0
Western Water Catchment,Murai,27.0,Females,10.0
Western Water Catchment,Murai,28.0,Total,10.0
Western Water Catchment,Murai,28.0,Females,10.0
Western Water Catchment,Murai,30.0,Total,10.0
Western Water Catchment,Murai,30.0,Males,10.0
Western Water Catchment,Murai,30.0,Females,10.0
Western Water Catchment,Murai,31.0,Total,10.0
Western Water Catchment,Murai,33.0,Total,10.0
Western Water Catchment,Murai,33.0,Females,10.0
Western Water Catchment,Murai,34.0,Total,10.0
Western Water Catchment,Murai,35.0,Total,10.0
Western Water Catchment,Murai,35.0,Males,10.0
Western Water Catchment,Murai,35.0,Females,10.0
Western Water Catchment,Murai,36.0,Total,10.0
Western Water Catchment,Murai,36.0,Males,10.0
Western Water Catchment,Murai,37.0,Total,10.0
Western Water Catchment,Murai,37.0,Females,10.0
Western Water Catchment,Murai,38.0,Total,10.0
Western Water Catchment,Murai,38.0,Males,10.0
Western Water Catchment,Murai,38.0,Females,10.0
Western Water Catchment,Murai,39.0,Total,10.0
Western Water Catchment,Murai,40.0,Total,10.0
Western Water Catchment,Murai,40.0,Females,10.0
Western Water Catchment,Murai,41.0,Total,20.0
Western Water Catchment,Murai,41.0,Males,10.0
Western Water Catchment,Murai,41.0,Females,10.0
Western Water Catchment,Murai,42.0,Total,10.0
Western Water Catchment,Murai,42.0,Males,10.0
Western Water Catchment,Murai,43.0,Total,20.0
Western Water Catchment,Murai,43.0,Males,10.0
Western Water Catchment,Murai,43.0,Females,10.0
Western Water Catchment,Murai,44.0,Total,10.0
Western Water Catchment,Murai,44.0,Males,10.0
Western Water Catchment,Murai,44.0,Females,10.0
Western Water Catchment,Murai,45.0,Total,10.0
Western Water Catchment,Murai,45.0,Females,10.0
Western Water Catchment,Murai,46.0,Total,10.0
Western Water Catchment,Murai,46.0,Males,10.0
Western Water Catchment,Murai,47.0,Total,10.0
Western Water Catchment,Murai,47.0,Males,10.0
Western Water Catchment,Murai,48.0,Total,10.0
Western Water Catchment,Murai,48.0,Males,10.0
Western Water Catchment,Murai,48.0,Females,10.0
Western Water Catchment,Murai,49.0,Total,10.0
Western Water Catchment,Murai,50.0,Total,10.0
Western Water Catchment,Murai,51.0,Total,10.0
Western Water Catchment,Murai,52.0,Total,10.0
Western Water Catchment,Murai,52.0,Females,10.0
Western Water Catchment,Murai,53.0,Total,10.0
Western Water Catchment,Murai,54.0,Total,10.0
Western Water Catchment,Murai,56.0,Total,10.0
Western Water Catchment,Murai,56.0,Females,10.0
Western Water Catchment,Murai,57.0,Total,10.0
Western Water Catchment,Murai,58.0,Total,10.0
Western Water Catchment,Murai,58.0,Males,10.0
Western Water Catchment,Murai,59.0,Total,10.0
Western Water Catchment,Murai,60.0,Total,10.0
Western Water Catchment,Murai,60.0,Females,10.0
Western Water Catchment,Murai,61.0,Total,10.0
Western Water Catchment,Murai,61.0,Males,10.0
Western Water Catchment,Murai,62.0,Total,10.0
Western Water Catchment,Murai,62.0,Males,10.0
Western Water Catchment,Murai,63.0,Total,10.0
Western Water Catchment,Murai,63.0,Males,10.0
Western Water Catchment,Murai,64.0,Total,10.0
Western Water Catchment,Murai,64.0,Males,10.0
Western Water Catchment,Murai,65.0,Total,10.0
Western Water Catchment,Murai,65.0,Males,10.0
Western Water Catchment,Murai,68.0,Total,10.0
Woodlands,Total,0.0,Total,1860.0
Woodlands,Total,0.0,Males,990.0
Woodlands,Total,0.0,Females,870.0
Woodlands,Total,1.0,Total,1990.0
Woodlands,Total,1.0,Males,1040.0
Woodlands,Total,1.0,Females,950.0
Woodlands,Total,2.0,Total,2150.0
Woodlands,Total,2.0,Males,1090.0
Woodlands,Total,2.0,Females,1060.0
Woodlands,Total,3.0,Total,2150.0
Woodlands,Total,3.0,Males,1120.0
Woodlands,Total,3.0,Females,1030.0
Woodlands,Total,4.0,Total,2300.0
Woodlands,Total,4.0,Males,1200.0
Woodlands,Total,4.0,Females,1100.0
Woodlands,Total,5.0,Total,2250.0
Woodlands,Total,5.0,Males,1150.0
Woodlands,Total,5.0,Females,1100.0
Woodlands,Total,6.0,Total,2290.0
Woodlands,Total,6.0,Males,1160.0
Woodlands,Total,6.0,Females,1130.0
Woodlands,Total,7.0,Total,2390.0
Woodlands,Total,7.0,Males,1210.0
Woodlands,Total,7.0,Females,1190.0
Woodlands,Total,8.0,Total,2460.0
Woodlands,Total,8.0,Males,1240.0
Woodlands,Total,8.0,Females,1230.0
Woodlands,Total,9.0,Total,2460.0
Woodlands,Total,9.0,Males,1250.0
Woodlands,Total,9.0,Females,1210.0
Woodlands,Total,10.0,Total,2510.0
Woodlands,Total,10.0,Males,1270.0
Woodlands,Total,10.0,Females,1230.0
Woodlands,Total,11.0,Total,2550.0
Woodlands,Total,11.0,Males,1350.0
Woodlands,Total,11.0,Females,1190.0
Woodlands,Total,12.0,Total,2580.0
Woodlands,Total,12.0,Males,1350.0
Woodlands,Total,12.0,Females,1230.0
Woodlands,Total,13.0,Total,2410.0
Woodlands,Total,13.0,Males,1260.0
Woodlands,Total,13.0,Females,1150.0
Woodlands,Total,14.0,Total,2720.0
Woodlands,Total,14.0,Males,1400.0
Woodlands,Total,14.0,Females,1330.0
Woodlands,Total,15.0,Total,2860.0
Woodlands,Total,15.0,Males,1470.0
Woodlands,Total,15.0,Females,1390.0
Woodlands,Total,16.0,Total,3030.0
Woodlands,Total,16.0,Males,1510.0
Woodlands,Total,16.0,Females,1520.0
Woodlands,Total,17.0,Total,2930.0
Woodlands,Total,17.0,Males,1540.0
Woodlands,Total,17.0,Females,1390.0
Woodlands,Total,18.0,Total,3070.0
Woodlands,Total,18.0,Males,1570.0
Woodlands,Total,18.0,Females,1500.0
Woodlands,Total,19.0,Total,3040.0
Woodlands,Total,19.0,Males,1580.0
Woodlands,Total,19.0,Females,1460.0
Woodlands,Total,20.0,Total,3190.0
Woodlands,Total,20.0,Males,1630.0
Woodlands,Total,20.0,Females,1560.0
Woodlands,Total,21.0,Total,3420.0
Woodlands,Total,21.0,Males,1820.0
Woodlands,Total,21.0,Females,1600.0
Woodlands,Total,22.0,Total,3580.0
Woodlands,Total,22.0,Males,1830.0
Woodlands,Total,22.0,Females,1760.0
Woodlands,Total,23.0,Total,4070.0
Woodlands,Total,23.0,Males,2110.0
Woodlands,Total,23.0,Females,1960.0
Woodlands,Total,24.0,Total,4200.0
Woodlands,Total,24.0,Males,2190.0
Woodlands,Total,24.0,Females,2010.0
Woodlands,Total,25.0,Total,4130.0
Woodlands,Total,25.0,Males,2130.0
Woodlands,Total,25.0,Females,2000.0
Woodlands,Total,26.0,Total,4460.0
Woodlands,Total,26.0,Males,2280.0
Woodlands,Total,26.0,Females,2180.0
Woodlands,Total,27.0,Total,4560.0
Woodlands,Total,27.0,Males,2350.0
Woodlands,Total,27.0,Females,2210.0
Woodlands,Total,28.0,Total,4480.0
Woodlands,Total,28.0,Males,2350.0
Woodlands,Total,28.0,Females,2130.0
Woodlands,Total,29.0,Total,4380.0
Woodlands,Total,29.0,Males,2250.0
Woodlands,Total,29.0,Females,2130.0
Woodlands,Total,30.0,Total,4330.0
Woodlands,Total,30.0,Males,2240.0
Woodlands,Total,30.0,Females,2100.0
Woodlands,Total,31.0,Total,4010.0
Woodlands,Total,31.0,Males,2080.0
Woodlands,Total,31.0,Females,1930.0
Woodlands,Total,32.0,Total,3760.0
Woodlands,Total,32.0,Males,1880.0
Woodlands,Total,32.0,Females,1890.0
Woodlands,Total,33.0,Total,4040.0
Woodlands,Total,33.0,Males,2030.0
Woodlands,Total,33.0,Females,2020.0
Woodlands,Total,34.0,Total,3840.0
Woodlands,Total,34.0,Males,1920.0
Woodlands,Total,34.0,Females,1920.0
Woodlands,Total,35.0,Total,3860.0
Woodlands,Total,35.0,Males,1930.0
Woodlands,Total,35.0,Females,1930.0
Woodlands,Total,36.0,Total,3610.0
Woodlands,Total,36.0,Males,1770.0
Woodlands,Total,36.0,Females,1840.0
Woodlands,Total,37.0,Total,3250.0
Woodlands,Total,37.0,Males,1560.0
Woodlands,Total,37.0,Females,1680.0
Woodlands,Total,38.0,Total,3300.0
Woodlands,Total,38.0,Males,1590.0
Woodlands,Total,38.0,Females,1710.0
Woodlands,Total,39.0,Total,3450.0
Woodlands,Total,39.0,Males,1630.0
Woodlands,Total,39.0,Females,1820.0
Woodlands,Total,40.0,Total,3220.0
Woodlands,Total,40.0,Males,1550.0
Woodlands,Total,40.0,Females,1680.0
Woodlands,Total,41.0,Total,3370.0
Woodlands,Total,41.0,Males,1630.0
Woodlands,Total,41.0,Females,1740.0
Woodlands,Total,42.0,Total,3480.0
Woodlands,Total,42.0,Males,1670.0
Woodlands,Total,42.0,Females,1810.0
Woodlands,Total,43.0,Total,3420.0
Woodlands,Total,43.0,Males,1660.0
Woodlands,Total,43.0,Females,1750.0
Woodlands,Total,44.0,Total,3440.0
Woodlands,Total,44.0,Males,1660.0
Woodlands,Total,44.0,Females,1780.0
Woodlands,Total,45.0,Total,3420.0
Woodlands,Total,45.0,Males,1610.0
Woodlands,Total,45.0,Females,1800.0
Woodlands,Total,46.0,Total,3490.0
Woodlands,Total,46.0,Males,1700.0
Woodlands,Total,46.0,Females,1800.0
Woodlands,Total,47.0,Total,3590.0
Woodlands,Total,47.0,Males,1700.0
Woodlands,Total,47.0,Females,1890.0
Woodlands,Total,48.0,Total,3460.0
Woodlands,Total,48.0,Males,1680.0
Woodlands,Total,48.0,Females,1780.0
Woodlands,Total,49.0,Total,3540.0
Woodlands,Total,49.0,Males,1730.0
Woodlands,Total,49.0,Females,1810.0
Woodlands,Total,50.0,Total,3740.0
Woodlands,Total,50.0,Males,1760.0
Woodlands,Total,50.0,Females,1980.0
Woodlands,Total,51.0,Total,3990.0
Woodlands,Total,51.0,Males,1940.0
Woodlands,Total,51.0,Females,2050.0
Woodlands,Total,52.0,Total,4150.0
Woodlands,Total,52.0,Males,1900.0
Woodlands,Total,52.0,Females,2250.0
Woodlands,Total,53.0,Total,4130.0
Woodlands,Total,53.0,Males,1890.0
Woodlands,Total,53.0,Females,2230.0
Woodlands,Total,54.0,Total,3930.0
Woodlands,Total,54.0,Males,1880.0
Woodlands,Total,54.0,Females,2050.0
Woodlands,Total,55.0,Total,4040.0
Woodlands,Total,55.0,Males,1880.0
Woodlands,Total,55.0,Females,2160.0
Woodlands,Total,56.0,Total,4230.0
Woodlands,Total,56.0,Males,2100.0
Woodlands,Total,56.0,Females,2130.0
Woodlands,Total,57.0,Total,4300.0
Woodlands,Total,57.0,Males,2190.0
Woodlands,Total,57.0,Females,2110.0
Woodlands,Total,58.0,Total,4330.0
Woodlands,Total,58.0,Males,2210.0
Woodlands,Total,58.0,Females,2120.0
Woodlands,Total,59.0,Total,4100.0
Woodlands,Total,59.0,Males,2120.0
Woodlands,Total,59.0,Females,1980.0
Woodlands,Total,60.0,Total,4040.0
Woodlands,Total,60.0,Males,2130.0
Woodlands,Total,60.0,Females,1910.0
Woodlands,Total,61.0,Total,3860.0
Woodlands,Total,61.0,Males,2010.0
Woodlands,Total,61.0,Females,1850.0
Woodlands,Total,62.0,Total,3760.0
Woodlands,Total,62.0,Males,1930.0
Woodlands,Total,62.0,Females,1820.0
Woodlands,Total,63.0,Total,3470.0
Woodlands,Total,63.0,Males,1810.0
Woodlands,Total,63.0,Females,1660.0
Woodlands,Total,64.0,Total,3320.0
Woodlands,Total,64.0,Males,1690.0
Woodlands,Total,64.0,Females,1630.0
Woodlands,Total,65.0,Total,3230.0
Woodlands,Total,65.0,Males,1700.0
Woodlands,Total,65.0,Females,1540.0
Woodlands,Total,66.0,Total,2950.0
Woodlands,Total,66.0,Males,1510.0
Woodlands,Total,66.0,Females,1440.0
Woodlands,Total,67.0,Total,2800.0
Woodlands,Total,67.0,Males,1490.0
Woodlands,Total,67.0,Females,1310.0
Woodlands,Total,68.0,Total,2670.0
Woodlands,Total,68.0,Males,1390.0
Woodlands,Total,68.0,Females,1280.0
Woodlands,Total,69.0,Total,2420.0
Woodlands,Total,69.0,Males,1270.0
Woodlands,Total,69.0,Females,1150.0
Woodlands,Total,70.0,Total,2160.0
Woodlands,Total,70.0,Males,1120.0
Woodlands,Total,70.0,Females,1040.0
Woodlands,Total,71.0,Total,2010.0
Woodlands,Total,71.0,Males,1000.0
Woodlands,Total,71.0,Females,1010.0
Woodlands,Total,72.0,Total,1830.0
Woodlands,Total,72.0,Males,940.0
Woodlands,Total,72.0,Females,890.0
Woodlands,Total,73.0,Total,1570.0
Woodlands,Total,73.0,Males,760.0
Woodlands,Total,73.0,Females,810.0
Woodlands,Total,74.0,Total,1580.0
Woodlands,Total,74.0,Males,770.0
Woodlands,Total,74.0,Females,810.0
Woodlands,Total,75.0,Total,1420.0
Woodlands,Total,75.0,Males,670.0
Woodlands,Total,75.0,Females,750.0
Woodlands,Total,76.0,Total,1220.0
Woodlands,Total,76.0,Males,570.0
Woodlands,Total,76.0,Females,650.0
Woodlands,Total,77.0,Total,1220.0
Woodlands,Total,77.0,Males,560.0
Woodlands,Total,77.0,Females,660.0
Woodlands,Total,78.0,Total,780.0
Woodlands,Total,78.0,Males,360.0
Woodlands,Total,78.0,Females,420.0
Woodlands,Total,79.0,Total,580.0
Woodlands,Total,79.0,Males,260.0
Woodlands,Total,79.0,Females,330.0
Woodlands,Total,80.0,Total,650.0
Woodlands,Total,80.0,Males,310.0
Woodlands,Total,80.0,Females,350.0
Woodlands,Total,81.0,Total,520.0
Woodlands,Total,81.0,Males,230.0
Woodlands,Total,81.0,Females,300.0
Woodlands,Total,82.0,Total,510.0
Woodlands,Total,82.0,Males,210.0
Woodlands,Total,82.0,Females,300.0
Woodlands,Total,83.0,Total,600.0
Woodlands,Total,83.0,Males,250.0
Woodlands,Total,83.0,Females,350.0
Woodlands,Total,84.0,Total,470.0
Woodlands,Total,84.0,Males,190.0
Woodlands,Total,84.0,Females,280.0
Woodlands,Total,85.0,Total,470.0
Woodlands,Total,85.0,Males,180.0
Woodlands,Total,85.0,Females,290.0
Woodlands,Total,86.0,Total,360.0
Woodlands,Total,86.0,Males,130.0
Woodlands,Total,86.0,Females,230.0
Woodlands,Total,87.0,Total,230.0
Woodlands,Total,87.0,Males,90.0
Woodlands,Total,87.0,Females,140.0
Woodlands,Total,88.0,Total,220.0
Woodlands,Total,88.0,Males,90.0
Woodlands,Total,88.0,Females,130.0
Woodlands,Total,89.0,Total,230.0
Woodlands,Total,89.0,Males,90.0
Woodlands,Total,89.0,Females,140.0
Woodlands,Midview,0.0,Total,250.0
Woodlands,Midview,0.0,Males,130.0
Woodlands,Midview,0.0,Females,130.0
Woodlands,Midview,1.0,Total,250.0
Woodlands,Midview,1.0,Males,130.0
Woodlands,Midview,1.0,Females,120.0
Woodlands,Midview,2.0,Total,290.0
Woodlands,Midview,2.0,Males,120.0
Woodlands,Midview,2.0,Females,170.0
Woodlands,Midview,3.0,Total,270.0
Woodlands,Midview,3.0,Males,150.0
Woodlands,Midview,3.0,Females,130.0
Woodlands,Midview,4.0,Total,300.0
Woodlands,Midview,4.0,Males,160.0
Woodlands,Midview,4.0,Females,150.0
Woodlands,Midview,5.0,Total,240.0
Woodlands,Midview,5.0,Males,130.0
Woodlands,Midview,5.0,Females,110.0
Woodlands,Midview,6.0,Total,320.0
Woodlands,Midview,6.0,Males,170.0
Woodlands,Midview,6.0,Females,150.0
Woodlands,Midview,7.0,Total,320.0
Woodlands,Midview,7.0,Males,180.0
Woodlands,Midview,7.0,Females,140.0
Woodlands,Midview,8.0,Total,350.0
Woodlands,Midview,8.0,Males,180.0
Woodlands,Midview,8.0,Females,170.0
Woodlands,Midview,9.0,Total,340.0
Woodlands,Midview,9.0,Males,180.0
Woodlands,Midview,9.0,Females,150.0
Woodlands,Midview,10.0,Total,320.0
Woodlands,Midview,10.0,Males,160.0
Woodlands,Midview,10.0,Females,160.0
Woodlands,Midview,11.0,Total,310.0
Woodlands,Midview,11.0,Males,160.0
Woodlands,Midview,11.0,Females,150.0
Woodlands,Midview,12.0,Total,340.0
Woodlands,Midview,12.0,Males,170.0
Woodlands,Midview,12.0,Females,170.0
Woodlands,Midview,13.0,Total,310.0
Woodlands,Midview,13.0,Males,170.0
Woodlands,Midview,13.0,Females,150.0
Woodlands,Midview,14.0,Total,350.0
Woodlands,Midview,14.0,Males,180.0
Woodlands,Midview,14.0,Females,170.0
Woodlands,Midview,15.0,Total,370.0
Woodlands,Midview,15.0,Males,190.0
Woodlands,Midview,15.0,Females,180.0
Woodlands,Midview,16.0,Total,390.0
Woodlands,Midview,16.0,Males,200.0
Woodlands,Midview,16.0,Females,190.0
Woodlands,Midview,17.0,Total,370.0
Woodlands,Midview,17.0,Males,190.0
Woodlands,Midview,17.0,Females,180.0
Woodlands,Midview,18.0,Total,370.0
Woodlands,Midview,18.0,Males,170.0
Woodlands,Midview,18.0,Females,200.0
Woodlands,Midview,19.0,Total,390.0
Woodlands,Midview,19.0,Males,200.0
Woodlands,Midview,19.0,Females,180.0
Woodlands,Midview,20.0,Total,420.0
Woodlands,Midview,20.0,Males,230.0
Woodlands,Midview,20.0,Females,200.0
Woodlands,Midview,21.0,Total,500.0
Woodlands,Midview,21.0,Males,260.0
Woodlands,Midview,21.0,Females,240.0
Woodlands,Midview,22.0,Total,530.0
Woodlands,Midview,22.0,Males,280.0
Woodlands,Midview,22.0,Females,250.0
Woodlands,Midview,23.0,Total,600.0
Woodlands,Midview,23.0,Males,310.0
Woodlands,Midview,23.0,Females,290.0
Woodlands,Midview,24.0,Total,640.0
Woodlands,Midview,24.0,Males,310.0
Woodlands,Midview,24.0,Females,330.0
Woodlands,Midview,25.0,Total,660.0
Woodlands,Midview,25.0,Males,370.0
Woodlands,Midview,25.0,Females,290.0
Woodlands,Midview,26.0,Total,690.0
Woodlands,Midview,26.0,Males,360.0
Woodlands,Midview,26.0,Females,340.0
Woodlands,Midview,27.0,Total,760.0
Woodlands,Midview,27.0,Males,390.0
Woodlands,Midview,27.0,Females,370.0
Woodlands,Midview,28.0,Total,680.0
Woodlands,Midview,28.0,Males,350.0
Woodlands,Midview,28.0,Females,330.0
Woodlands,Midview,29.0,Total,700.0
Woodlands,Midview,29.0,Males,380.0
Woodlands,Midview,29.0,Females,320.0
Woodlands,Midview,30.0,Total,680.0
Woodlands,Midview,30.0,Males,370.0
Woodlands,Midview,30.0,Females,320.0
Woodlands,Midview,31.0,Total,550.0
Woodlands,Midview,31.0,Males,300.0
Woodlands,Midview,31.0,Females,260.0
Woodlands,Midview,32.0,Total,500.0
Woodlands,Midview,32.0,Males,240.0
Woodlands,Midview,32.0,Females,250.0
Woodlands,Midview,33.0,Total,550.0
Woodlands,Midview,33.0,Males,290.0
Woodlands,Midview,33.0,Females,260.0
Woodlands,Midview,34.0,Total,500.0
Woodlands,Midview,34.0,Males,250.0
Woodlands,Midview,34.0,Females,250.0
Woodlands,Midview,35.0,Total,530.0
Woodlands,Midview,35.0,Males,260.0
Woodlands,Midview,35.0,Females,270.0
Woodlands,Midview,36.0,Total,450.0
Woodlands,Midview,36.0,Males,210.0
Woodlands,Midview,36.0,Females,230.0
Woodlands,Midview,37.0,Total,410.0
Woodlands,Midview,37.0,Males,200.0
Woodlands,Midview,37.0,Females,220.0
Woodlands,Midview,38.0,Total,440.0
Woodlands,Midview,38.0,Males,220.0
Woodlands,Midview,38.0,Females,220.0
Woodlands,Midview,39.0,Total,470.0
Woodlands,Midview,39.0,Males,220.0
Woodlands,Midview,39.0,Females,260.0
Woodlands,Midview,40.0,Total,410.0
Woodlands,Midview,40.0,Males,180.0
Woodlands,Midview,40.0,Females,230.0
Woodlands,Midview,41.0,Total,420.0
Woodlands,Midview,41.0,Males,210.0
Woodlands,Midview,41.0,Females,220.0
Woodlands,Midview,42.0,Total,430.0
Woodlands,Midview,42.0,Males,210.0
Woodlands,Midview,42.0,Females,210.0
Woodlands,Midview,43.0,Total,410.0
Woodlands,Midview,43.0,Males,220.0
Woodlands,Midview,43.0,Females,190.0
Woodlands,Midview,44.0,Total,440.0
Woodlands,Midview,44.0,Males,210.0
Woodlands,Midview,44.0,Females,230.0
Woodlands,Midview,45.0,Total,410.0
Woodlands,Midview,45.0,Males,190.0
Woodlands,Midview,45.0,Females,230.0
Woodlands,Midview,46.0,Total,390.0
Woodlands,Midview,46.0,Males,190.0
Woodlands,Midview,46.0,Females,200.0
Woodlands,Midview,47.0,Total,410.0
Woodlands,Midview,47.0,Males,200.0
Woodlands,Midview,47.0,Females,210.0
Woodlands,Midview,48.0,Total,410.0
Woodlands,Midview,48.0,Males,200.0
Woodlands,Midview,48.0,Females,220.0
Woodlands,Midview,49.0,Total,390.0
Woodlands,Midview,49.0,Males,200.0
Woodlands,Midview,49.0,Females,190.0
Woodlands,Midview,50.0,Total,410.0
Woodlands,Midview,50.0,Males,180.0
Woodlands,Midview,50.0,Females,230.0
Woodlands,Midview,51.0,Total,490.0
Woodlands,Midview,51.0,Males,230.0
Woodlands,Midview,51.0,Females,250.0
Woodlands,Midview,52.0,Total,530.0
Woodlands,Midview,52.0,Males,220.0
Woodlands,Midview,52.0,Females,320.0
Woodlands,Midview,53.0,Total,540.0
Woodlands,Midview,53.0,Males,220.0
Woodlands,Midview,53.0,Females,320.0
Woodlands,Midview,54.0,Total,540.0
Woodlands,Midview,54.0,Males,230.0
Woodlands,Midview,54.0,Females,300.0
Woodlands,Midview,55.0,Total,580.0
Woodlands,Midview,55.0,Males,240.0
Woodlands,Midview,55.0,Females,340.0
Woodlands,Midview,56.0,Total,660.0
Woodlands,Midview,56.0,Males,310.0
Woodlands,Midview,56.0,Females,350.0
Woodlands,Midview,57.0,Total,680.0
Woodlands,Midview,57.0,Males,340.0
Woodlands,Midview,57.0,Females,340.0
Woodlands,Midview,58.0,Total,640.0
Woodlands,Midview,58.0,Males,320.0
Woodlands,Midview,58.0,Females,320.0
Woodlands,Midview,59.0,Total,610.0
Woodlands,Midview,59.0,Males,310.0
Woodlands,Midview,59.0,Females,300.0
Woodlands,Midview,60.0,Total,620.0
Woodlands,Midview,60.0,Males,340.0
Woodlands,Midview,60.0,Females,290.0
Woodlands,Midview,61.0,Total,520.0
Woodlands,Midview,61.0,Males,290.0
Woodlands,Midview,61.0,Females,240.0
Woodlands,Midview,62.0,Total,570.0
Woodlands,Midview,62.0,Males,300.0
Woodlands,Midview,62.0,Females,270.0
Woodlands,Midview,63.0,Total,460.0
Woodlands,Midview,63.0,Males,250.0
Woodlands,Midview,63.0,Females,210.0
Woodlands,Midview,64.0,Total,450.0
Woodlands,Midview,64.0,Males,240.0
Woodlands,Midview,64.0,Females,210.0
Woodlands,Midview,65.0,Total,410.0
Woodlands,Midview,65.0,Males,220.0
Woodlands,Midview,65.0,Females,190.0
Woodlands,Midview,66.0,Total,360.0
Woodlands,Midview,66.0,Males,180.0
Woodlands,Midview,66.0,Females,180.0
Woodlands,Midview,67.0,Total,340.0
Woodlands,Midview,67.0,Males,190.0
Woodlands,Midview,67.0,Females,160.0
Woodlands,Midview,68.0,Total,360.0
Woodlands,Midview,68.0,Males,180.0
Woodlands,Midview,68.0,Females,180.0
Woodlands,Midview,69.0,Total,310.0
Woodlands,Midview,69.0,Males,180.0
Woodlands,Midview,69.0,Females,140.0
Woodlands,Midview,70.0,Total,270.0
Woodlands,Midview,70.0,Males,140.0
Woodlands,Midview,70.0,Females,130.0
Woodlands,Midview,71.0,Total,280.0
Woodlands,Midview,71.0,Males,140.0
Woodlands,Midview,71.0,Females,140.0
Woodlands,Midview,72.0,Total,240.0
Woodlands,Midview,72.0,Males,130.0
Woodlands,Midview,72.0,Females,110.0
Woodlands,Midview,73.0,Total,190.0
Woodlands,Midview,73.0,Males,90.0
Woodlands,Midview,73.0,Females,90.0
Woodlands,Midview,74.0,Total,210.0
Woodlands,Midview,74.0,Males,90.0
Woodlands,Midview,74.0,Females,120.0
Woodlands,Midview,75.0,Total,160.0
Woodlands,Midview,75.0,Males,90.0
Woodlands,Midview,75.0,Females,70.0
Woodlands,Midview,76.0,Total,140.0
Woodlands,Midview,76.0,Males,60.0
Woodlands,Midview,76.0,Females,80.0
Woodlands,Midview,77.0,Total,150.0
Woodlands,Midview,77.0,Males,50.0
Woodlands,Midview,77.0,Females,90.0
Woodlands,Midview,78.0,Total,90.0
Woodlands,Midview,78.0,Males,40.0
Woodlands,Midview,78.0,Females,40.0
Woodlands,Midview,79.0,Total,80.0
Woodlands,Midview,79.0,Males,40.0
